"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.339078646E0,-2.460633367E-1,-1.989126205E-1,1.992239952E-1,3.739031914E-1
1.344094375E0,1.361510158E-1,-2.600440979E-1,-1.775226593E-1,3.430369171E-1
1.349110261E0,2.715170681E-1,-2.924671173E-1,-1.371755600E-1,4.219901270E-1
1.354126094E0,9.803906083E-3,-3.762984276E-1,2.215280533E-1,4.367737418E-1
1.359141823E0,2.353943884E-2,-4.035897255E-1,5.588531494E-1,6.897504000E-1
1.364157709E0,2.138371915E-1,-3.764686584E-1,7.152438164E-1,8.360793695E-1
1.369173542E0,1.575559974E-1,-4.167871475E-1,7.794971466E-1,8.978592430E-1
1.374189271E0,8.249777555E-2,-5.125484467E-1,7.469305992E-1,9.096247101E-1
1.379205157E0,1.511655897E-1,-5.153737068E-1,6.727643013E-1,8.608559103E-1
1.384220886E0,1.551557481E-1,-4.518227577E-1,6.524200439E-1,8.086216818E-1
1.389236771E0,3.666162491E-3,-5.347421169E-1,5.947456360E-1,7.998030657E-1
1.394252500E0,3.000812232E-2,-5.918495655E-1,5.306949615E-1,7.955020665E-1
1.399268386E0,1.805254370E-1,-4.990100861E-1,5.294141769E-1,7.495864661E-1
1.404284219E0,8.422447741E-2,-4.379749298E-1,6.072721481E-1,7.534555485E-1
1.409299948E0,-3.556266427E-2,-4.969978333E-1,5.896110535E-1,7.719538482E-1
1.414315834E0,1.032229066E-1,-5.923740864E-1,4.764957428E-1,7.672093714E-1
1.419331563E0,1.843302846E-1,-5.950732231E-1,4.136562347E-1,7.477976165E-1
1.424347448E0,7.424968481E-2,-5.437223911E-1,4.340982437E-1,6.997058950E-1
1.429363282E0,1.252467930E-2,-4.861688614E-1,4.109392166E-1,6.367009260E-1
1.434379011E0,1.085684150E-1,-5.059220791E-1,3.704195023E-1,6.363606356E-1
1.439394896E0,1.208680421E-1,-5.903604031E-1,4.175453186E-1,7.331293080E-1
1.444410625E0,8.762082458E-2,-6.797642708E-1,4.301004410E-1,8.091620740E-1
1.449426511E0,1.331552118E-1,-6.478230953E-1,4.413681030E-1,7.951168943E-1
1.454442344E0,1.668428928E-1,-5.905306339E-1,3.413753510E-1,7.022108734E-1
1.459458073E0,1.702901721E-2,-6.273097992E-1,2.806196213E-1,6.874263186E-1
1.464473959E0,5.186602473E-2,-7.049216032E-1,2.517337799E-1,7.503162314E-1
1.469489688E0,1.460676640E-1,-7.727009058E-1,3.547229767E-1,8.626881490E-1
1.474505573E0,1.273090541E-1,-7.493638992E-1,4.601173401E-1,8.885166377E-1
1.479521407E0,9.240037203E-2,-7.098110914E-1,4.577598572E-1,8.496550483E-1
1.484537136E0,1.001620889E-1,-6.907763481E-1,3.572149277E-1,7.840962388E-1
1.489553021E0,1.462540925E-1,-6.569149494E-1,1.561565399E-1,6.908779742E-1
1.494568750E0,5.843345821E-2,-6.685593724E-1,-3.793048859E-2,6.721791617E-1
1.499584636E0,4.293635488E-2,-6.709713936E-1,-1.751365662E-1,6.947797913E-1
